text,N/S/J/G,V/L,favorite_count,retweet_count,followers_count,friends_count,listed_count,statuses_count,favourites_count
girlfriend got covid vaccin butt got bigger side effect bad,J,L,0,0,273,555,1,3618,901
wife vaccin moderna work rural health clinic side effect par tetanus vaccin side effect bodi attack vaccin similar moderna pfize,T,L,1,0,15,54,1,1838,159
grate receiv vaccin staff work site nice amp organ side effect hit hard beat altern pleas wear mask amp get shot thank,G,V,5,0,646,654,16,1882,1690
know women receiv shot either pfizer moderna age minim side effect littl fatigu second shot amp arm sore everyon ha,T,L,3,0,850,3907,0,75281,221211
develop weird side effect covid vaccin,S,V,2,1,2952,2486,126,103931,12737
day forti two interv train person best mile time context distanc vs sprint time second side effect vaccin pep step thank doug playlist rock,J,L,0,0,2952,2486,126,103931,12737
follow ive receiv dose pfizer covid vaccin friday march report side effect well sore arm saturday noth els far recommend doctor clearanc get paid compens promot vaccin,T,L,0,1,125,794,0,811,458
receiv pfizer vaccin yesterday side effect pain sore fatigu,G,L,1,0,50,274,0,8783,36177
chanc side effect vaccin hope best,N,L,1,0,223,661,1,259,1068
pfizer vaccin first shot gave sore arm next day loosen muscl shovel snow zero side effect second shot,G,L,1,0,11003,11652,3,26569,69377
vaccin actual differ other covid insid pretti much teach bodi fight fulli vax side effect,T,L,0,0,300,988,2,14471,369
might jinx got jampj vaccin yesterday feel minim side effect bit tire littl sore sinusinfectionfeel pressur headach overal discomfort minim like minor hangov scienc,G,L,4,0,574,388,20,22433,18886
vaccin side effect hit,S,V,3,1,64,422,2,3399,148
receiv pfizer vaccin thursday didnt side effect sunday even got chill sleep hoodi sweatpant sock lol felt better morn minor headach,S,V,3,0,292,1075,2,5902,45218
vaccin side effect got feelin like four parsnip,S,V,10,0,1630,58,30,25736,43383
got first vaccin experi side effect except,J,L,4,0,272,515,4,11411,57488
still opt work far realli rural nurs doctor opt rest us good biggest side effect tire shot given mrna vaccin there littl,G,L,1,0,482,1059,16,19523,46494
got second dose moderna vaccin side effect kick butt small price pay fantast result best day ever,G,V,9,0,378,122,2,15825,10577
wait till stupid side effect vaccin wear eat,S,V,0,0,95,257,0,3541,54212
surpris littl heard jampj fewer side effect either way sure better actual covid glad got vaccin board,G,V,2,0,2475,1726,73,20073,30458
mild notic side effect second dose right line report earli trial vaccin,G,L,3,0,1818,588,62,100372,27776
yes mild noth concern felt grate vaccin care mild side effect noth tylenol wouldnt fix,G,L,1,0,4305,4689,37,23697,15717
vaccin updat seem experienc covid arm one rarer side effect moderna shot realli freak yesterday learn symptom bleh least go crazi,S,V,1,0,43,32,3,5164,2101
almost hour sinc get moderna vaccin havent side effect,G,L,3,0,6146,6753,70,211622,78011
possibl vaccin side effect far extra sleepi littl bit fog could arm wasnt even sore mayb alway work muscl shot,G,L,2,0,1466,656,68,182183,316566
side effect mean sore arm fever feel tire realli side effect bodi respond vaccin good thing,T,V,0,0,529,1094,0,8815,48518
side effect covid vaccin fun went zero congest prior vaccin feel like sever sinus infect excess mucus feel lot better today still,S,V,87,16,312355,256223,754,72427,267836
oh belov vaccin give peopl side effect alreadi,S,V,0,0,1869,753,4,28151,28802
hour sinc dose pfizer vaccin zero side effect get vaccin covidvaccin pfizer,T,L,0,0,65,160,1,886,185
realli experienc side effect vaccin,S,V,0,0,403,341,0,4670,4541
vaccin updat liter hungri eat time could issu side effect,G,L,4,0,926,415,9,15936,85682
thank last relat el paso receiv vaccin funni enough none older relat experienc side effect moderna shot one got pfizer,G,L,1,0,772,1223,29,15631,56371
best read extens one die vaccin hes realli reach mani us side effect mean danger annoy,S,L,9,1,13183,11977,77,273430,547842
jampj vaccin side effect joke dizzi chill fatigu,S,V,1,0,422,1086,9,7554,6809
person pfizer covid vaccin updat week take first dose antibodi week second dose antibodi max amount antibodi test fine healthi area physic abnorm side effect,G,L,10,0,809,673,6,6410,7000
thank current mental beat energi work film project even though ive vaccin side effect time month low iron time million,S,V,0,0,195,216,2,4935,25442
got noth pfizer vaccin beyond sore arm coupl day cowork im nurs said got bad side effect pfizer vaccin mom got laid moderna vaccin said l,G,V,1,0,205,1963,20,160923,6994
okay ra trin side effect encourag get vaccin,T,L,1,0,253,279,0,3117,2061
got covid vaccin earli friday afternoon still lot weak amp pain muscl amp joint anyon els experi similar vaccin diabet peripher arteri diseas amp polyneuropathi leg amp feet wonder theyr make side effect wors,S,V,2,0,1187,961,0,57067,58815
spent weekend take easi vaccin saturday side effect sore arm arm still littl sore sore pt knee,G,L,8,0,1119,1393,77,77557,58272
give us time get side effect vaccin expect come work fever ok,S,V,0,0,102,300,0,1240,39893
got first dose covid vaccin far side effect go realli sleepi yesterday arm realli sore,G,L,1,0,32,85,0,138,561
good morn jim hope second vaccin good side effect mine requir sleep bad final got see laura grandchildren elig vaccin texa strong,G,L,1,0,123,181,0,5786,3546
mom got johnson amp johnson vaccin dad got first shot pfizer neither report side effect beyond littl burn inject site turn go get shot rest us want trap home kid let,T,L,0,0,165,121,2,8581,892
thank need go back rewatch present saturday feel side effect second vaccin tri watch time,S,V,1,0,361,739,4,1123,1486
side effect sore arm anyth took moderna vaccin,G,L,2,0,790,1254,17,19122,838
get hit hard side effect vaccin today go sleep,S,V,5,0,212,86,2,3459,944
woooof covid vaccin side effect real,S,V,13,0,1910,1014,119,33760,11142
complet agre stop talk side effect get vaccin hung yes okay live,S,V,3,0,776,1207,14,21749,72568
march get vaccin side effect first one year old granddaught asthma live vaccin wear mask stay home worth someon els die love dont want die saveteach,T,L,7,1,25455,26080,32,315871,212030
post vaccin day issu worri gave placebo everyon keep talk sideeffect,J,L,0,0,1352,1809,0,2756,4644
accord mom text today dad got first dose pfeiffer vaccin assum possibl side effect includ want cool rider,J,L,16,0,133,138,2,2214,8978
lmao corpor said well side effect vaccin still come think tf yall want fuck around keep home allergi bad push bodi need fuck rest,S,V,2,0,709,430,2,27615,11455
husband receiv first dose moderna vaccin march cake hope dose doesnt kick ae even nurs said bit flu like side effect,N,L,0,0,254,256,3,5375,11652
got vaccin last night one shot johnson johnson big time headach today side effect im happi final get sinc work restaur industri,G,V,0,0,82,323,0,2741,1280
got pfizierd saturday wait till vaccin side effect soar tender arm day,G,L,3,0,140,294,2,4154,3819
pain swell bodi ach common side effect vaccin everi bodi react differ like fill chill second dose actual mean bodi react creat antibodi whiski good,T,V,5,0,141,633,1,1158,7198
experi even easier slight sore right inject site minim touch that period understand folk wors shortterm sideeffect typic less experienc,T,L,2,1,452,854,2,23932,28069
great exact need mm per day great work glad see rapid acceler pfizer dose sideeffect peopl fear vaccin sideeffect toler,T,L,9,1,452,854,2,23932,28069
receiv second moderna vaccin friday although side effect rough excit step closer see student smile without mask excit get remot learner back classroom safe thankyousci,J,V,13,0,638,1175,3,6185,12496
littl sore point entri overal effect told second one one loopi side effect feel lot like anthrax vaccin feel punch arm,N,L,2,0,104,149,6,1397,359
ohh ok read covid side effect vaccin may intens sorri,S,V,0,0,529,252,0,27569,59536
monday feel better although still littl foggi fever slight joint ach overal side effect complet manag noth annoy benefit receiv vaccin anyon want get avail,T,L,5,0,907,2503,29,6260,15057
one side effect covid vaccin uncontrol urg tell peopl got covid vaccin,J,L,2,0,222,227,0,8595,52142
stay tune stori johnsonandjohnson vaccin dairi receiv singl vaccin left arm last thursday almost side effect journey,T,V,212,28,736550,5345,4533,60823,24946
vaccin keep ass side effect let achi bone sore muscl sweat bed sore arm high fever done get away second shot,S,V,0,0,76,555,2,597,46
lee ann got second dose moderna vaccin saturday monday side effect slight sore arm inject site,G,L,7,0,1074,396,73,15070,5731
jampj vaccin side effect kick ass glad dont take second dose least,G,V,6,0,85,903,1,27218,10171
vaccin first late jan second past thursday side effect first dose mild side effect second most sore arm fatigu hubbi somehow skirt flulik side effect good,G,L,0,0,69,147,3,3434,1111
good news congratul got first vaccin marc got ta get second one ill good goi side effect,G,L,0,0,530,1015,0,3424,2988
march head cold im go die covid march dont vaccin side effect im go die covid,J,L,7,0,41024,718,426,2889,135872
say vaccin side effect nice symptom ive dread year without damn dread,G,V,43,0,11496,2411,292,21874,12592
mani peopl exist purpos tweet ask pfizer shot friday affect weekend listless unproduct general felt run side effect vaccin,J,L,22,0,718,1576,4,14191,93436
got covid vaccin second dose come soon hope work side effect arm sore around inject site expect girlfriend arm pain most gone us went friday,N,L,0,0,39,107,0,514,552
side effect gone first round vaccin smalljoy,G,L,2,0,1387,2389,7,5082,7271
expect flu like symptom last hour bit muscl stiff remain today yesterday wasnt great vaccin impact line common side effect overal pleas ive,G,L,8,0,1701,1323,15,8800,15887
woke cure vaccin sideeffect shot saturday morn symptom start around peak overnight felt blah day sunday bad reccomend,G,L,0,0,123,1739,6,4188,48461
thank receiv first round covid vaccin weekend experienc temporari side effect fatigu muscl ach chill happi watch video see,G,V,4,0,70,692,1,465,825
great isnt first dose oxford az vaccin friday friend effici team local gp side effect despit worri generat social media would naiv clichéd quot fdr noth fear,G,L,0,0,51,68,0,319,268
bampi felt bit nauseous weather day nan side effect feel bit tire shes sure vaccin,G,L,1,0,156,932,0,999,5944
got first dose pfizer vaccin yesterday side effect slight sore muscl jab,G,L,0,0,121,307,0,4363,2266
far vaccin side effect sore arm stomach ach also foot fell,G,L,5,0,1363,431,2,12111,34163
hope side effect go away soon cant wait get vaccin,T,V,1,0,414,1569,8,8642,15737
got j amp j vaccin past friday must luck zero side effect even sore inject site glad got vaccin,G,L,2,0,1084,1072,10,20442,723
real side effect got jampj amp tbh last night good one fever chill ach pound headach nausea still fatigu deter get vaccin pleas get thought share experi curious,T,V,27,1,11980,1111,182,20891,26492
march got first covid vaccin shot type moderna side effect extrem mild woozi feel min inject last min max sore arm inject sight like vaccin extrem mild headach amp enough know,G,L,3,0,75,469,1,1355,6172
vaccin side effect got hand bruh im get flashback actual shit,J,L,4,0,401,705,0,2419,24013
eight hour later still side effect vaccin though feel littl stiff right arm got shot pain differ flu shot,G,L,5,0,3463,4985,107,95806,97415
got pfizer vaccin today sinc work groceri storei thought side effect hit like truck lolon one day tho get vaccin everyon,T,V,1,0,177,217,0,561,766
head side effect vaccin fatigu foggi slept lot,S,V,1,0,1203,960,5,37059,56765
wait list vaccin last week peopl ahead got call friday appoint saturday morn yay happi report side effect got moderna vaccin go back month,G,L,2,0,1680,2778,2,56384,95148
get full forc vaccin side effect,S,V,0,0,28,102,0,8087,34126
got second one march got sever side effect chill sore arm feverheadach last hour done worth worri die contract covid afraid vaccin small,T,V,0,0,7,149,0,309,505
got phizer vaccin last friday famili side effect wife got bad migrain felt like got shot arm,S,V,1,0,6101,6683,3,2055,28938
soooo damn tire today even though got enough sleep last night think may vaccin hey sore arm side effect still piec cake,G,V,3,0,224,178,5,14643,13656
covid vaccin side effect way fuck,S,V,0,0,18,224,1,396,1559
johnson amp johnson vaccin side effect sore arm fatigu muscl ach,S,V,1,0,128,374,4,7520,12371
vaccin side effect still kick ass miss star game read outsid curri point contest perform mid smh,S,V,0,0,128,374,4,7520,12371
ive vaccin alreadi prepar possibl flu like symptom vaccin mayb lucki amp side effect,T,V,1,0,37,44,0,4817,8000
hi guy second dose pfizer vaccin day ago definit rough side effect hour shot right immun system thing im need rest usual might delay stream tomorrow,S,V,0,0,12,8,0,295,115
side effect second covid vaccin,S,V,4,0,7870,780,73,86426,82803
got jampj vaccin last night around hour sore tire bad glad much today share ask side effect,T,L,21,3,765,545,23,11902,3460
convinc one side effect vaccin demon dream amp sleep paralysi idk suppos sleep tonight,J,L,4,0,267,890,8,34593,36833
sorri everybodi abl make giveaway winner video today receiv second shot covid vaccin side effect kick ass bad day go tri tomorrow,S,V,12,0,695,197,2,2108,7647
also got first dose pfizer vaccin today arm sore otherwis side effect,G,L,6,0,263,380,0,5233,16373
first shingl shot thought covid day shot chill fever muscl ach exhaust look side effect realiz covid vaccin reaction second covid,S,V,2,0,3647,4918,2,71946,132606
got second pfizer vaccin today far side effect,G,L,0,0,1021,1989,17,44817,14380
statist speak like suffer complic virus alreadi substanti low suffer serious side effect get vaccin chose get vaccin side effect experi,T,L,0,0,75,185,0,536,660
grate deal w vaccin side effect day mean caught murder among mormon megan harri interview may align cultur moment ever,J,V,8,0,227,743,8,1349,6940
news got dose moderna vaccin yesterday far expect side effect mayb littl tire normal arm sore yesterday might slight fever other would call fever,S,V,5,0,118,269,0,1986,10382
side effect damn vaccin watxh oprah interview drive drink lol headach guy im okay,S,V,2,0,61,230,0,3554,5868
side effect covid vaccin suck,S,V,1,0,16,16,0,539,88
vaccin side effect drink hot tea heat space heater heat blanket chill fatigu get busi,S,V,0,0,487,458,24,67807,5556
got pfizer vaccin thursday felt side effect except roll bed night felt twing arm great feelingto halfway,G,L,1,0,1482,1936,0,20641,133458
still feel woozi headachey vaccin side effect gon na put sick day tomorrow worst case scenario get better fulli enjoy day,S,V,11,0,495,386,16,801,42345
might curious side effect first dose pfizer covid vaccin outsid littl bit discomfort spot got shot say muscl pain flu shot far wors,T,V,15,0,6802,1662,112,20850,7049
frank open honest preemptiv taken p negat side effect second moderna vaccin feel nice,J,L,0,0,122,143,1,1609,2367
hub took pfizer vaccin side effect wors flu vaccin dose dose week,G,L,0,0,24,111,3,6736,8290
pfizer vaccin side effect,G,L,6,0,26788,29432,180,255777,126352
also let stop get vaccin side effect mild headach lack appetit sore arm covid arm right week later shot noth scari super annoy achi pain itch,T,L,0,0,66,382,4,11147,183
minor side effect first moderna vaccin sore arm lightheaded earlier morn definit one time,G,L,52,2,4840,5012,108,83624,199655
got first shot vaccin side effect yet crave microsoft product reason vaccineswork,J,L,0,0,189,309,8,2552,3707
got first dose pfizer vaccin today side effect gon na kick like soon feel,S,V,9,0,317,614,2,3764,12809
got johnsonandjohnson vaccin side effect fun chill sever bodi ach joint pain headach afternoon hope good night sleep help happi vaccin though worth coupl day fee crappi,G,V,2,0,53,360,0,241,59
day half sinc got covid vaccin amp serious side effect sore arm,G,L,3,0,315,432,5,16630,9762
thank bunch hope side effect damn vaccin,S,V,1,0,133,530,1,614,473
sound like hit hard bare side effect got pfizer vaccin hope start feel better soon,G,L,4,0,5118,344,51,22730,48741
think covid vaccin actual trace virus shot sideeffect fire chief wife doctor told function like think tradit infl,T,L,0,0,65,249,0,3055,19396
nope hope vaccin side effect gone tomorrow,T,V,0,0,2335,1208,59,9543,20256
heard jampj vaccin suppos lighter side effect two feel like hit bus better last night still realli foggi bodi sore,S,V,20,0,3516,1233,96,15888,116182
back bike today rest yesterday case vaccin side effect onepeloton,G,L,0,0,591,635,31,3800,1707
first get vaccin get flavor matter get vaxx also none side effect abnorm info anyon curious anyway,T,L,0,0,504,744,4,1544,5301
side effect day vaccin littl nauseat arm sore continu wear mask safe thank johnson johnson,G,L,1,0,274,1418,0,5394,49086
receiv vaccin saturday morn im side effect littl nausea johnson johnson vaccin continu wear mask complet safe wear one thank johnson johnson,G,L,3,0,274,1418,0,5394,49086
side effect moderna vaccin tender spot shot went arm day thank,G,L,3,0,95,532,0,3970,15175
concern side effect covid vaccin yesterday consid fortun get happi effect abil workout today happi alivesmilingfeel greatmi day fill great music soundtrack,G,L,185,5,24039,6089,436,14290,27467
got first dose moderna vaccin thursday kick butt ever sinc hope get shot side effect minim,S,V,0,1,4175,5001,113,56175,302903
guess forgot muscl ach joint pain side effect covid vaccin ive uncomfort day,S,V,0,0,398,474,5,21246,8572
dad didnt get side effect vaccin that fair pure hell solid hour,S,V,0,0,5083,746,74,195269,75574
tri scare anybodi tri inform appreci see peopl post covid vaccin symptom got pfizer second dose friday first dose zero side effect arm pain last day,T,L,3,0,311,211,6,50052,28
offset heard go around peopl concern side effect covid vaccin like three day worst arm sore obvious experi other may react differ sore arm gt covid,T,L,2,0,86,69,0,9367,43073
good news day pass zero symptom side effect first dose pfizer vaccin,G,L,41,0,3183,1664,6,25497,47176
oh way get first moderna covid vaccin hilltop pharmaci venetia pa move peopl effici shot minut arriv side effect far,G,L,10,0,701,429,17,13563,11878
husband complet vaccin pfizer vaccin side effect,G,L,1,0,4053,4721,4,224856,329336
took pfizer extra toe come handi serious would line pros con pros outnumb quit bit mild side effect second everybodi weigh covid vs vaccin risk w,T,L,1,0,1478,1680,0,37417,105380
took moderna vaccin two week ago well fatigu day major side effect,G,L,1,0,795,1320,9,32737,41279
alright friend shot pfizer vaccin complet far side effect happi part,G,L,1,0,9,216,0,212,1347
cvsapp seamless way set time told set earli morn hrs set day later shot virtual painless wno side effect one bodi know vaccin amp may,G,L,0,0,3068,4968,2,6148,3682
buzzfe make list movi watch ride vaccin side effect suggest includ mummi speak experi,J,L,5,0,1311,587,29,3210,4827
receiv dose pfizer vaccin experienc side effect,G,L,0,0,3448,3049,54,18912,6554
shot moderna vaccin second shot made tire sick two day recov everyon know moderna vaccin report side effect,T,V,4,1,8757,7541,83,119221,112156
got first shot covid vaccin feel side effect yet howev sudden urg buy microsoft product rise,J,L,0,0,84,117,1,1360,5040
vaccin success stori hour past second pfizer dose side effect besid somewhat sore arm dose share happi bc realli heard scari side effect stori,T,L,22,0,212,729,1,4811,72156
get member receiv pfizerbiontech vaccin experienc mild shortliv side effect overal reliev fulli vaccin,G,L,23,6,16513,2850,187,10853,9373
oh sorri hear hear wife feel unwel vaccin hear one side effect last day two hope feel better soon,T,V,1,0,1600,2168,0,47751,115844
got jampj vaccin today drove hrs wait hour actual bad side effect,G,L,4,0,764,1091,1,13568,3182
back littl bit sore feel hella tiredwhich side effect pharmacist told give vaccin otherwis would freak,T,L,0,0,10134,1979,84,89811,1213
ok well experienc side effect jampj vaccin cuz chill freez like shiver reason seem calm luckili,G,V,2,1,10134,1979,84,89811,1213
im experienc side effect vaccin call work right headach last night terribl lol,S,V,0,0,10134,1979,84,89811,1213
vaccin side effect kick ass,S,V,7,0,134,189,0,1420,4418
got second dose vaccin even two hour later side effect kick blah still worth,T,V,5,0,335,441,5,3257,14899
vaccin side effect pretti mild far general fatigu brain fog mayb littl brain fof got ta brain defog hi brain meet fog fog funni word nap,J,L,3,0,457,413,4,2680,3623
wouldnt say excit im still fair young diabet long wait list doctor offic call day ago told come side effect vaccin except sore arm coupl day,G,L,0,0,8,11,0,1030,1126
glad get vaccin dad got second shot went well side effect thank god,G,L,6,0,6050,5894,293,240624,291896
kind vaccin get ive heard pfizer stronger reaction dose got moderna side effect either shot except sore arm,G,L,2,0,609,360,4,15588,81539
yes medic field oncolog offic amp receiv second littl month ago receiv pfizer vaccin side effect continu wear mask doubl layer filter amp continu unt,G,L,2,1,19,358,0,546,7851
offici second vaccin dose caus fewer side effect first one absolut noth hrs hell arm isnt even sore stab,G,L,16,0,2551,1901,97,116788,102349
first az covid vaccin touch wood feel side effect continu journey recoveri x,G,L,0,0,69,96,1,2723,338
vaccin side effect men larger penis women increas orgasm qualiti get vaccin vaccin herdimmun,J,L,0,0,12,115,0,758,302
side effect fever major chill nausea fatigu made hard lift arm leg joint felt like crush recommend extra strength tylenol recommend get vaccin ifwhen,T,V,5,0,38,33,1,4727,7944
get second vaccinemoderna suggest take vitamin c week lead green berri smoothiejuic day shot drink lot water day also mom get side effect,T,L,26,1,346,166,0,4954,19820
oof feelin side effect vaccin shot low grade fever feel like chill feel like mini seizur good news worst damn long morn,S,V,3,0,366,685,2,3914,9628
ohh yes may right anni hope mend surgeri get strength back quick famili member receiv vaccin experienc littl side effect,T,L,1,0,68,234,0,4363,15729
want updat side effect jampj vaccineim well far last night felt realli foggi sleepi like taken nyquil okay today,T,L,71,0,3019,899,37,45900,85230
day get moderna covid vaccin current side effect tini bit sore arm even hard hurt,G,L,9,0,2897,2034,15,10609,7453
fwiw vaccin dose side effect seem done shoulder pain start hour shot last day worst hour rang general fatigu debilit shot thursday today sunday feel total normal,T,V,5,0,2845,1004,203,56685,3393
vaccin side effect total thing,S,V,12,0,385,889,2,1120,5959
hope side effect havent yet receiv vaccin cant comment person reaction wish best,T,V,2,0,10689,10583,4,27060,118524
vaccin shot updat muscl stiff gone went bed upper arm littl sore today otherwis side effect,G,L,6,0,19572,975,306,125685,16504
thank access vaccin protect covid heard jampj singl dose vaccin caus fewer side effect immun system definit rile fever chill hour shot today start feel better,G,V,0,1,326,1174,12,3967,8522
look side effect look like get moderna get fever first dose im def atyp case yay im special,S,V,1,0,2013,1368,24,3974,11484
awesom happi guy got import get vaccin thank real side effect yet,T,L,1,0,580,1252,2,8046,74027
way still side effect vaccin dawg way,S,V,0,0,755,1189,1,55473,2955
extrem grate receiv singl jab vaccin yesterday side effect tear,G,L,1,0,5,37,0,31,986
get vaccin sort medic help overal health bodi want unleash anxieti said watch specif rare side effect want mimic immedi bodi gon na,N,V,1,0,104,78,1,4931,11391
johnson johnson covid vaccin side effect experi sore arm pain neck ach joint day still sore arm noth els,G,V,12,0,294,162,7,31891,23226
side effect second dose pfizer vaccin dick ball even bigger heavier brain power increas,J,L,54,0,1539,821,22,20539,103064
day two pfizer vaccin side effect sore spot arm less side effect year flu shot far,G,L,8,0,1623,1717,3,3470,2534
got back long ordeal get first dose pfizer appoint second one vaccin hurt disorgan event far side effect arm even sore yet,G,L,2,0,1623,1717,3,3470,2534
get pfizer vaccin side effect yet even sore arm,G,L,2,0,1623,1717,3,3470,2534
jampj vaccin yesterday minim side effect sore arm tire thanksscienc vaccin,G,L,3,0,90,230,2,723,5339
sideeffect pfizer vaccin except tini amount sore inject site,G,L,9,0,887,1265,4,27565,167517
took pfizer vaccin well slight arm sore major side effect good tho friend,G,L,0,0,2395,793,10,254323,163
second moderna vaccin last thursday side effect whatsoev,G,L,1,0,730,937,4,1268,1161
also copd heart issu receiv first dose side effect second dose yesterday tire today would get vaccin,T,L,183,17,893,1845,23,47509,7892
covid vaccin side effect cramp realli worst combo,S,V,0,0,521,273,2,8957,12243
want share second dose vaccin experi side effect got pleas pm,T,L,0,0,473,1492,7,7307,738
got vaccin knew side effect lol,S,V,0,0,20,112,3,320,99
sorri hear wonder oxford vaccin pa peopl side effect pfizer one problem hope feel much better soon send hug,T,L,5,0,412,538,27,45611,93819
got pfizer vaccin friday similar side effect last night dream intens,S,V,1,0,951,1888,23,29088,42119
got dose pfizer covid vaccin last week side effect notic,G,L,0,0,45,604,0,25295,45874
there noth vaccin side effect document tell get erect last four hour perhap im get pfizer product confus,J,L,4,0,3959,5002,365,151763,416425
lay couch deal vaccin side effect say salem unimpress understat,J,L,0,0,412,307,2,4915,45272
im beyond grate abl get vaccin wish abl take time cope side effect,G,V,2,0,412,307,2,4915,45272
fewer side effect first dose covid vaccin flu shot last year,G,L,1,0,268,292,2,13939,4973
follow first shot pfizer vaccin side effect mild chill hour friday march got second shot im feel great today march alreadi back gym cardio pfizer,G,L,0,0,184,705,2,905,19
one vaccin side effect also sinus issu,S,V,0,0,685,191,23,12406,3722
lyft driver tell stori get vaccin said got bronx good experi side effect second one feel great happi number go,G,L,4,0,336,693,13,2722,5751
side effect vaccin even bad anxieti virus let alon actual effect,G,L,4,1,495,176,38,2943,1032
far side effect first shot pfizerbiontech vaccin mayb littl tire like due half bottl wine stay late wife fine well,G,L,0,0,622,4211,6,58436,288588
got pfizer vaccin work shot side effect hour later sore arm headach fatigu time side effect last less hour,G,V,1,0,809,1050,7,42274,959
side effect experienc first dose moderna vaccin arm sore hour light stretch help mild headach morn took tylenol,G,L,2,0,223,207,10,4535,2390
dose moderna vaccin friday fatigu real side effect report wear mask get vaccin,T,L,1,0,75,494,0,2658,53359
felt fine next day peopl know reaction howev saw note somewher side effect report moderna vaccin vs one pfizer,N,L,0,0,957,535,9,32287,22335
defin sever sideeffect ive moderna vaccin headach sore arm last sever sideeffect know peopl notic said,S,L,1,0,11,82,0,390,1221
receiv moderna vaccin dose copd stent placement sever year ago honest say side effect except slight sore arm inject pleas dont afraid,T,L,19,1,382,398,2,44053,47072
dont listen peopl great your get vaccin got mine recent moderna possibl youll get one side effect better side effect constant stay insid avoid g,T,L,2,0,19,91,0,1115,23
vaccin side effect whoop,S,V,0,0,72,163,0,803,1783
tell vaccin side effect kick ass rn time fuck impecc,S,V,0,0,534,383,0,13731,4927
retic vaccin good metabol health low carb gt year side effect,G,L,1,0,117,533,6,997,1778
damn vaccin side effect suck,S,V,0,0,126,241,0,3507,18500
updat still side effect fyi pfizer vaccin receiv second dose day,G,L,1,0,557,730,6,18911,4838
pop tylenol prescrib sinc receiv first covid vaccin yesterday side effect make mention buuuut period came,G,L,2,0,557,730,6,18911,4838
receiv vaccin pfizer thursday side effect weird ill take,S,L,1,0,636,886,3,26977,129992
im hear healthi teacher bf fever chill bodi ach day dose hed still get vaccin without hesit definit couldnt work next day side effect last hour,T,V,39,1,20549,186,109,614,499
vaccin updat full hour feel great arm still hurt mild longer yesterday side effect,G,V,15,0,5153,2137,28,95486,49637
fascin differ reaction vaccin feel like got hit bus know peopl zero side effect small price pay longterm health,J,V,2,0,2733,2328,11,35010,51949
got first vaccin shot friday side effect strong desir upgrad window os avail,J,L,3,0,2594,2334,4,1545,5556
count arm hurt aw lot tire side effect vaccin,S,V,1,0,622,612,6,1249,1505
covid vaccin side effect realli come play,S,V,5,0,712,534,1,16701,10894
vaccin side effect anyth like actual covid see shit danger,G,V,0,0,499,650,8,22447,50355
son side effect vaccin fuck bitch,S,V,1,1,9073,7731,40,131606,5858
wife moderna shot three week ago bad side effect read hesit take vaccin one well,T,L,10,0,10065,10853,15,142619,146349
got second dose pfizer vaccin yesterday morn wilmingtonvamc feel fine point side effect,G,L,3,0,11,22,0,25,26
feel back normal today pleas think discourag anyon get vaccin experienc normal side effect worth get vaccin also rememb keep wear mask,T,L,2,0,517,1528,5,14306,10443
got vaccin yesterday side effect alway gotten flu vaccin etc never flu march phizer h,G,L,5,2,5840,6418,7,63225,90314
andi husband got vaccin friday great experi side effect gillett stadium organ,G,L,1,0,734,3538,49,63605,34948
sideeffect first dose pfizer vaccin get vaccin,T,L,118,0,13461,2216,18,42473,29939
yesterday post side effect moderna vaccin side effect gone today physic feel fine want anyon discourag get vaccin get vaccin asap,T,L,17,1,9331,9667,4,70468,150093
idk felt worst side effect second dose covid vaccin yet last night liter felt like ran truck knew end lmaoo,S,V,0,0,2472,1527,4,89844,104971
pfizer vaccin side effect felt inject site sore,G,L,0,0,36,355,0,2059,4993
hour postvaccin side effect except tini bit pain upper arm lift feel flu shot expect,G,L,4,0,5372,487,189,20347,20342
vaccin side effect three day oof,S,V,8,0,534,354,11,22184,89531
lung cancer pt heart failur im happi receiv first dose pfizer vaccin yesterday side effect far tender inject site,G,L,1,0,1007,1018,2,5650,172339
like expect side effect first dose base data zero side effect first vaccin dose also relat light symptom w actual covid scienc fascin,J,L,1,0,2380,522,6,3654,13144
side effect even notabl arm sore get vaccin there broken part wish side effect make shot psycholog signific kinda anticlimact someth id hope long,J,L,0,0,376,985,3,23040,60093
dose pfizer vaccin minor side effect inject entri spot hurt first day tire dose took hr nap,G,L,0,0,44,197,1,1786,1474
got first covid vaccin moderna yesterday arm bit sore inject site otherwis side effect,G,L,1118,1,59638,426,448,53753,20609
best decis could made say yes vaccin regardless side effect peopl get hour rather go get covid feel lucki today,G,L,2,0,15,27,0,17,50
man vaccin side effect bit rough good take day fatigu virus anyway,G,V,0,0,161,195,6,3313,1293
someon like individu detail peopl experi vaccin crowdsourc purpos got first dose moderna yesterday high risk due spinal cord injuri side effect far even tire luckili,T,L,115,6,11434,4265,60,6614,15503
true nhs amp antibodi blood test show covid yet hour side effect pfizer vaccin amp vaccin,S,V,0,0,203,814,4,8851,17262
drove hugo co yesterday get jampj vaccin easi painless one car side effect yet arm hurt join colorado vaccin hunter fb info effect johnson amp johnson vaccin here know,T,L,0,0,208,1216,0,889,14677
final hop back treadmil later today littl weather day either allergi flare minor side effect vaccin side effect that okay toomean vaccin work,G,V,1,0,3636,4859,119,68421,28664
contrari one project make vaccin avail countri vaccin friend famili none us side effect,T,L,3,2,2556,1096,182,319382,305210
